customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_imputed,purchases_per_year,dataset_block,spend_x_frequency,high_value_flag,low_value_flag,high_repeat_flag,low_repeat_flag,promo_dependency_score,promo_flag,satisfaction_flag,high_satisfaction,low_satisfaction,age_band,loyalty_score_A,loyalty_score_B,loyalty_tier_A,loyalty_tier_B,premium_shipping,digital_payment,category_code,segment_code,segment_label
200,54,Male,Hat,Accessories,73.0,Idaho,Xl,Green,Summer,3.8,1,Express,1,1,32,Cash,Weekly,0,52,promo_block,3796.0,0,0,0,0,1.0,1,0,0,0,Senior (50-70),0.793795918367347,0.4680382653061223,High,Medium,1,0,0,S0,General Buyers
201,25,Male,Dress,Clothing,61.0,Pennsylvania,S,Teal,Summer,3.3,1,Next Day Air,1,1,29,Venmo,Monthly,0,12,promo_block,732.0,0,0,0,0,1.0,1,0,0,0,Young Adult (25-34),0.5393501400560223,0.3702321428571428,High,Low,1,1,1,S0,General Buyers
202,69,Male,Blouse,Clothing,22.0,Missouri,S,Beige,Fall,4.3,1,Free Shipping,1,1,15,Bank Transfer,Annually,0,1,promo_block,22.0,0,1,0,0,1.0,1,1,0,0,Senior (50-70),0.4797142857142856,0.1881785714285714,High,Low,0,0,1,S2,Promo-Dependent Buyers
203,57,Male,Hat,Accessories,38.0,Nebraska,L,Magenta,Spring,2.7,1,Express,1,1,33,Venmo,Annually,0,1,promo_block,38.0,0,1,0,0,1.0,1,0,0,1,Senior (50-70),0.4619183673469388,0.254015306122449,High,Low,1,1,0,S0,General Buyers
204,70,Male,Scarf,Accessories,38.0,Indiana,S,Yellow,Fall,3.2,1,Next Day Air,1,1,18,Bank Transfer,Weekly,0,52,promo_block,1976.0,0,1,0,0,1.0,1,0,0,0,Senior (50-70),0.6600816326530613,0.207484693877551,High,Low,1,0,0,S2,Promo-Dependent Buyers
205,24,Male,Sneakers,Footwear,100.0,Arizona,M,Yellow,Fall,4.0,1,Store Pickup,1,1,35,Cash,Bi-Weekly,0,26,promo_block,2600.0,1,0,0,0,1.0,1,1,0,0,Teen (18-24),0.7007122849139655,0.613469387755102,High,High,0,0,2,S4,Promo-Habituated Spenders
206,67,Male,Shirt,Clothing,64.0,Hawaii,M,Silver,Winter,3.0,1,Standard,1,1,25,Paypal,Weekly,0,52,promo_block,3328.0,0,0,0,0,1.0,1,0,0,0,Senior (50-70),0.6869387755102041,0.3449489795918368,High,Low,0,1,1,S0,General Buyers
207,24,Male,T-Shirt,Clothing,55.0,Wisconsin,L,Silver,Summer,4.2,1,Free Shipping,1,1,6,Venmo,Fortnightly,0,26,promo_block,1430.0,0,0,0,1,1.0,1,1,0,0,Teen (18-24),0.5391612645058024,0.2806352040816326,High,Low,0,1,1,S2,Promo-Dependent Buyers
208,62,Male,Gloves,Accessories,91.0,Rhode Island,M,Silver,Summer,2.9,1,Express,1,1,17,Bank Transfer,Bi-Weekly,0,26,promo_block,2366.0,1,0,0,0,1.0,1,0,0,1,Senior (50-70),0.5025082032813125,0.4162576530612245,High,Low,1,0,0,S4,Promo-Habituated Spenders
209,57,Male,Skirt,Clothing,38.0,Wisconsin,M,Gold,Spring,4.1,1,Store Pickup,1,1,17,Credit Card,Monthly,0,12,promo_block,456.0,0,1,0,0,1.0,1,1,0,0,Senior (50-70),0.5298807523009204,0.2563826530612245,High,Low,0,1,1,S2,Promo-Dependent Buyers
210,55,Male,Sandals,Footwear,97.0,Minnesota,S,Olive,Winter,3.2,1,Store Pickup,1,1,44,Cash,Every 3 Months,0,4,promo_block,388.0,1,0,1,0,1.0,1,0,0,0,Senior (50-70),0.5839711884753902,0.5982627551020409,High,Medium,0,0,2,S4,Promo-Habituated Spenders
211,45,Male,Jacket,Outerwear,22.0,Vermont,L,Teal,Fall,3.0,1,2-Day Shipping,1,1,6,Paypal,Fortnightly,0,26,promo_block,572.0,0,1,0,1,1.0,1,0,0,0,Mid-Age (35-49),0.4431612645058023,0.0642602040816326,Medium,Low,1,1,3,S2,Promo-Dependent Buyers
212,69,Male,Skirt,Clothing,92.0,South Dakota,L,Maroon,Fall,4.2,1,2-Day Shipping,1,1,45,Debit Card,Fortnightly,0,26,promo_block,2392.0,1,0,1,0,1.0,1,1,0,0,Senior (50-70),0.777936774709884,0.6414897959183673,High,High,1,1,1,S4,Promo-Habituated Spenders
213,67,Male,Handbag,Accessories,84.0,Virginia,L,Blue,Fall,4.2,1,Express,1,1,7,Debit Card,Annually,0,1,promo_block,84.0,1,0,0,1,1.0,1,1,0,0,Senior (50-70),0.422734693877551,0.4126122448979591,Medium,Low,1,1,0,S4,Promo-Habituated Spenders
214,30,Male,Handbag,Accessories,93.0,Nevada,L,Peach,Fall,4.4,1,Store Pickup,1,1,11,Debit Card,Every 3 Months,0,4,promo_block,372.0,1,0,0,1,1.0,1,1,0,0,Young Adult (25-34),0.4779303721488596,0.4843954081632653,High,Medium,0,1,0,S4,Promo-Habituated Spenders
215,24,Male,Jacket,Outerwear,50.0,Hawaii,L,Blue,Summer,4.2,1,Next Day Air,1,1,41,Cash,Every 3 Months,0,4,promo_block,200.0,0,0,1,0,1.0,1,1,0,0,Teen (18-24),0.6456038415366147,0.4373316326530612,High,Medium,1,0,3,S0,General Buyers
216,62,Male,Scarf,Accessories,64.0,New Jersey,S,Orange,Spring,2.8,1,2-Day Shipping,1,1,24,Paypal,Bi-Weekly,0,26,promo_block,1664.0,0,0,0,0,1.0,1,0,0,1,Senior (50-70),0.5373653461384554,0.3278469387755102,High,Low,1,1,0,S0,General Buyers
217,43,Male,Shorts,Clothing,61.0,Massachusetts,L,Yellow,Spring,3.7,1,Free Shipping,1,1,21,Venmo,Weekly,0,52,promo_block,3172.0,0,0,0,0,1.0,1,0,0,0,Mid-Age (35-49),0.7184489795918367,0.3534158163265306,High,Low,0,1,1,S0,General Buyers
218,35,Male,Sunglasses,Accessories,48.0,Oklahoma,M,Purple,Winter,3.5,1,Next Day Air,1,1,24,Bank Transfer,Annually,0,1,promo_block,48.0,0,0,0,0,1.0,1,0,0,0,Mid-Age (35-49),0.4708163265306123,0.2998469387755101,High,Low,1,0,0,S2,Promo-Dependent Buyers
219,28,Male,T-Shirt,Clothing,45.0,California,S,Magenta,Spring,2.9,1,Store Pickup,1,1,8,Credit Card,Quarterly,0,4,promo_block,180.0,0,0,0,1,1.0,1,0,0,1,Young Adult (25-34),0.339563025210084,0.1690892857142857,Medium,Low,0,1,1,S2,Promo-Dependent Buyers
220,32,Male,Belt,Accessories,88.0,Nevada,M,Cyan,Spring,3.0,1,Free Shipping,1,1,12,Cash,Fortnightly,0,26,promo_block,2288.0,1,0,0,1,1.0,1,0,0,0,Young Adult (25-34),0.4798959583833534,0.3836224489795918,High,Low,0,0,0,S4,Promo-Habituated Spenders
221,39,Male,Sneakers,Footwear,57.0,Arizona,S,Indigo,Spring,3.7,1,Express,1,1,48,Debit Card,Fortnightly,0,26,promo_block,1482.0,0,0,1,0,1.0,1,0,0,0,Mid-Age (35-49),0.7563041216486595,0.4736709183673469,High,Medium,1,1,2,S0,General Buyers
222,28,Male,Hat,Accessories,68.0,North Carolina,Xl,Magenta,Summer,4.4,1,Store Pickup,1,1,6,Bank Transfer,Quarterly,0,4,promo_block,272.0,0,0,0,1,1.0,1,1,0,0,Young Adult (25-34),0.4473181272509003,0.3495102040816327,Medium,Low,0,0,0,S0,General Buyers
223,47,Male,Gloves,Accessories,94.0,New York,Xl,Gray,Spring,4.5,1,2-Day Shipping,1,1,14,Paypal,Fortnightly,0,26,promo_block,2444.0,1,0,0,0,1.0,1,1,1,0,Mid-Age (35-49),0.612140856342537,0.5100765306122449,High,Medium,1,1,0,S4,Promo-Habituated Spenders
224,20,Male,Pants,Clothing,41.0,Wyoming,M,Turquoise,Spring,4.8,1,Free Shipping,1,1,34,Paypal,Annually,0,1,promo_block,41.0,0,0,0,0,1.0,1,1,1,0,Teen (18-24),0.6360408163265305,0.3982423469387754,High,Low,0,1,1,S0,General Buyers
225,63,Male,Socks,Clothing,83.0,South Dakota,S,Beige,Summer,2.9,1,Free Shipping,1,1,12,Cash,Every 3 Months,0,4,promo_block,332.0,1,0,0,1,1.0,1,0,0,1,Senior (50-70),0.3640528211284514,0.3557474489795918,Medium,Low,0,0,1,S4,Promo-Habituated Spenders
226,25,Male,Jacket,Outerwear,22.0,Arkansas,M,Olive,Spring,3.2,1,Next Day Air,1,1,11,Bank Transfer,Annually,0,1,promo_block,22.0,0,1,0,1,1.0,1,0,0,0,Young Adult (25-34),0.3672244897959184,0.1017704081632653,Medium,Low,1,0,3,S2,Promo-Dependent Buyers
227,29,Male,Shoes,Footwear,74.0,Texas,L,Violet,Spring,3.3,1,Free Shipping,1,1,5,Paypal,Monthly,0,12,promo_block,888.0,0,0,0,1,1.0,1,0,0,0,Young Adult (25-34),0.3924113645458183,0.3046581632653061,Medium,Low,0,1,2,S0,General Buyers
228,50,Male,Jeans,Clothing,90.0,Rhode Island,M,Turquoise,Winter,4.2,1,Standard,1,1,25,Venmo,Fortnightly,0,26,promo_block,2340.0,1,0,0,0,1.0,1,1,0,0,Senior (50-70),0.6554877951180472,0.5306989795918367,High,Medium,0,1,1,S4,Promo-Habituated Spenders
229,18,Male,Socks,Clothing,79.0,New Hampshire,M,White,Spring,2.9,1,Store Pickup,1,1,11,Credit Card,Annually,0,1,promo_block,79.0,0,0,0,1,1.0,1,0,0,1,Teen (18-24),0.3432244897959183,0.3331454081632653,Medium,Low,0,1,1,S0,General Buyers
230,70,Male,Sandals,Footwear,28.0,Ohio,S,Silver,Spring,4.6,1,Next Day Air,1,1,27,Paypal,Every 3 Months,0,4,promo_block,112.0,0,1,0,0,1.0,1,1,1,0,Senior (50-70),0.5918895558223289,0.2936530612244897,High,Low,1,1,2,S0,General Buyers
231,66,Male,Scarf,Accessories,88.0,Utah,L,Olive,Fall,4.1,1,Standard,1,1,43,Credit Card,Annually,0,1,promo_block,88.0,1,0,1,0,1.0,1,1,0,0,Senior (50-70),0.6351428571428571,0.6077857142857143,High,High,0,1,0,S4,Promo-Habituated Spenders
232,28,Male,Blouse,Clothing,26.0,Tennessee,M,Blue,Spring,3.1,1,2-Day Shipping,1,1,18,Debit Card,Every 3 Months,0,4,promo_block,104.0,0,1,0,0,1.0,1,0,0,0,Young Adult (25-34),0.4167875150060024,0.148984693877551,Medium,Low,1,1,1,S2,Promo-Dependent Buyers
233,54,Male,Jewelry,Accessories,27.0,Hawaii,L,Purple,Winter,4.2,1,Express,1,1,32,Bank Transfer,Bi-Weekly,0,26,promo_block,702.0,0,1,0,0,1.0,1,1,0,0,Senior (50-70),0.69834493797519,0.2907882653061224,High,Low,1,0,0,S0,General Buyers
234,19,Male,Sweater,Clothing,83.0,Arizona,Xl,Yellow,Fall,4.5,1,Next Day Air,1,1,27,Bank Transfer,Every 3 Months,0,4,promo_block,332.0,1,0,0,0,1.0,1,1,1,0,Teen (18-24),0.5838895558223289,0.5282780612244897,High,Medium,1,0,1,S4,Promo-Habituated Spenders
235,20,Male,Gloves,Accessories,39.0,South Dakota,S,Silver,Summer,3.7,1,Next Day Air,1,1,24,Credit Card,Weekly,0,52,promo_block,2028.0,0,1,0,0,1.0,1,0,0,0,Teen (18-24),0.7368163265306122,0.2724719387755102,High,Low,1,1,0,S2,Promo-Dependent Buyers
236,43,Male,Sunglasses,Accessories,89.0,New Jersey,M,Cyan,Winter,3.7,1,Free Shipping,1,1,31,Debit Card,Quarterly,0,4,promo_block,356.0,1,0,0,0,1.0,1,0,0,0,Mid-Age (35-49),0.5443793517406963,0.5269362244897959,High,Medium,0,1,0,S4,Promo-Habituated Spenders
237,38,Male,Coat,Outerwear,68.0,North Dakota,L,Green,Winter,3.4,1,Next Day Air,1,1,39,Paypal,Fortnightly,0,26,promo_block,1768.0,0,0,1,0,1.0,1,0,0,0,Mid-Age (35-49),0.6772020808323329,0.4578775510204081,High,Medium,1,1,3,S0,General Buyers
238,50,Male,Dress,Clothing,90.0,Iowa,M,Beige,Summer,3.0,1,Store Pickup,1,1,36,Debit Card,Fortnightly,0,26,promo_block,2340.0,1,0,0,0,1.0,1,0,0,0,Senior (50-70),0.6268347338935575,0.5148214285714285,High,Medium,0,1,1,S4,Promo-Habituated Spenders
239,64,Male,Skirt,Clothing,34.0,Ohio,M,Peach,Fall,4.2,1,Free Shipping,1,1,5,Cash,Annually,0,1,promo_block,34.0,0,1,0,1,1.0,1,1,0,0,Senior (50-70),0.4104897959183674,0.1836581632653061,Medium,Low,0,0,1,S2,Promo-Dependent Buyers
240,49,Male,Pants,Clothing,51.0,Vermont,L,Yellow,Summer,2.9,1,Express,1,1,47,Credit Card,Bi-Weekly,0,26,promo_block,1326.0,0,0,1,0,1.0,1,0,0,1,Mid-Age (35-49),0.6861816726690677,0.3943188775510204,High,Low,1,1,1,S0,General Buyers
241,47,Male,Sweater,Clothing,45.0,Montana,Xl,Turquoise,Winter,3.5,1,Free Shipping,1,1,29,Bank Transfer,Fortnightly,0,26,promo_block,1170.0,0,0,0,0,1.0,1,0,0,0,Mid-Age (35-49),0.6239775910364145,0.3122321428571428,High,Low,0,0,1,S0,General Buyers
242,36,Male,Hoodie,Clothing,88.0,Delaware,M,Peach,Winter,4.1,1,Free Shipping,1,1,43,Venmo,Bi-Weekly,0,26,promo_block,2288.0,1,0,1,0,1.0,1,1,0,0,Mid-Age (35-49),0.7576918767507003,0.6077857142857143,High,High,0,1,1,S4,Promo-Habituated Spenders
243,55,Male,Coat,Outerwear,85.0,New York,L,Gray,Summer,4.3,1,Store Pickup,1,1,40,Debit Card,Every 3 Months,0,4,promo_block,340.0,1,0,1,0,1.0,1,1,0,0,Senior (50-70),0.6474813925570228,0.5913545918367347,High,Medium,0,1,3,S4,Promo-Habituated Spenders
244,25,Male,Jewelry,Accessories,100.0,Kentucky,M,Olive,Winter,2.8,1,2-Day Shipping,1,1,4,Debit Card,Monthly,0,12,promo_block,1200.0,1,0,0,1,1.0,1,0,0,1,Young Adult (25-34),0.3462889155662265,0.3833061224489795,Medium,Low,1,1,0,S4,Promo-Habituated Spenders
245,53,Male,Belt,Accessories,42.0,Oregon,S,Indigo,Spring,4.9,1,2-Day Shipping,1,1,39,Paypal,Weekly,0,52,promo_block,2184.0,0,0,1,0,1.0,1,1,1,0,Senior (50-70),0.92465306122449,0.4341275510204082,High,Medium,1,1,0,S0,General Buyers
246,49,Male,Sandals,Footwear,53.0,Rhode Island,L,Charcoal,Summer,3.3,1,Next Day Air,1,1,45,Venmo,Fortnightly,0,26,promo_block,1378.0,0,0,1,0,1.0,1,0,0,0,Mid-Age (35-49),0.7059367747098839,0.4168647959183673,High,Low,1,1,2,S0,General Buyers
247,35,Male,Sunglasses,Accessories,86.0,Nevada,Xl,Beige,Spring,3.2,1,Express,1,1,20,Venmo,Bi-Weekly,0,26,promo_block,2236.0,1,0,0,0,1.0,1,0,0,0,Mid-Age (35-49),0.544875550220088,0.427688775510204,High,Medium,1,1,0,S4,Promo-Habituated Spenders
248,29,Male,Sweater,Clothing,66.0,Montana,Xl,Brown,Spring,4.4,1,Standard,1,1,14,Debit Card,Weekly,0,52,promo_block,3432.0,0,0,0,0,1.0,1,1,0,0,Young Adult (25-34),0.731591836734694,0.3815765306122449,High,Low,0,1,1,S0,General Buyers
249,47,Male,Belt,Accessories,100.0,Pennsylvania,M,Blue,Winter,4.8,1,Express,1,1,33,Paypal,Weekly,0,52,promo_block,5200.0,1,0,0,0,1.0,1,1,1,0,Mid-Age (35-49),0.8799183673469388,0.6512653061224489,High,High,1,1,0,S4,Promo-Habituated Spenders
250,53,Male,Handbag,Accessories,47.0,Alaska,S,Teal,Fall,4.2,1,Standard,1,1,18,Credit Card,Annually,0,1,promo_block,47.0,0,0,0,0,1.0,1,1,0,0,Senior (50-70),0.4900816326530612,0.306859693877551,High,Low,0,1,0,S2,Promo-Dependent Buyers
251,33,Male,Skirt,Clothing,25.0,Mississippi,L,Black,Fall,4.0,1,Express,1,1,9,Bank Transfer,Weekly,0,52,promo_block,1300.0,0,1,0,1,1.0,1,1,0,0,Young Adult (25-34),0.6689795918367346,0.1526913265306122,High,Low,1,0,1,S2,Promo-Dependent Buyers
252,21,Male,Handbag,Accessories,51.0,Wyoming,Xl,Gold,Winter,2.5,1,Standard,1,1,34,Paypal,Annually,0,1,promo_block,51.0,0,0,0,0,1.0,1,0,0,1,Teen (18-24),0.4520408163265306,0.3039923469387755,Medium,Low,0,1,0,S0,General Buyers
253,32,Male,Shorts,Clothing,41.0,Delaware,M,Violet,Summer,3.9,1,Free Shipping,1,1,33,Venmo,Fortnightly,0,26,promo_block,1066.0,0,0,0,0,1.0,1,0,0,0,Young Adult (25-34),0.6804673869547819,0.3391403061224489,High,Low,0,1,1,S0,General Buyers
254,52,Male,Boots,Footwear,73.0,Oklahoma,L,Cyan,Winter,4.9,1,2-Day Shipping,1,1,15,Bank Transfer,Bi-Weekly,0,26,promo_block,1898.0,0,0,0,0,1.0,1,1,1,0,Senior (50-70),0.650263305322129,0.4473035714285714,High,Medium,1,0,2,S0,General Buyers
255,67,Male,Sunglasses,Accessories,42.0,Indiana,M,White,Winter,3.5,1,Store Pickup,1,1,4,Paypal,Bi-Weekly,0,26,promo_block,1092.0,0,0,0,1,1.0,1,0,0,0,Senior (50-70),0.4709163665466186,0.1715561224489796,High,Low,0,1,0,S2,Promo-Dependent Buyers
256,43,Male,Scarf,Accessories,20.0,Maryland,M,Charcoal,Spring,4.2,1,Free Shipping,1,1,25,Debit Card,Annually,0,1,promo_block,20.0,0,1,0,0,1.0,1,1,0,0,Mid-Age (35-49),0.5329387755102041,0.2244489795918367,High,Low,0,1,0,S0,General Buyers
257,58,Male,Jewelry,Accessories,30.0,South Dakota,Xl,Violet,Spring,4.7,1,Express,1,1,20,Credit Card,Every 3 Months,0,4,promo_block,120.0,0,1,0,0,1.0,1,1,1,0,Senior (50-70),0.5570324129651861,0.2726887755102041,High,Low,1,1,0,S2,Promo-Dependent Buyers
258,20,Male,Handbag,Accessories,53.0,West Virginia,M,Red,Summer,4.5,1,Express,1,1,5,Credit Card,Quarterly,0,4,promo_block,212.0,0,0,0,1,1.0,1,1,1,0,Teen (18-24),0.4491956782713086,0.284783163265306,Medium,Low,1,1,0,S2,Promo-Dependent Buyers
259,61,Male,Gloves,Accessories,74.0,Alabama,S,Lavender,Spring,2.8,1,Express,1,1,16,Cash,Quarterly,0,4,promo_block,296.0,0,0,0,0,1.0,1,0,0,1,Senior (50-70),0.3805426170468187,0.3307806122448979,Medium,Low,1,0,0,S0,General Buyers
260,32,Male,Jeans,Clothing,57.0,Louisiana,M,Gold,Fall,2.9,1,Standard,1,1,13,Debit Card,Annually,0,1,promo_block,57.0,0,0,0,1,1.0,1,0,0,1,Young Adult (25-34),0.355469387755102,0.2470994897959183,Medium,Low,0,1,1,S2,Promo-Dependent Buyers
261,38,Male,Hat,Accessories,57.0,Montana,S,Red,Winter,3.2,1,2-Day Shipping,1,1,11,Credit Card,Every 3 Months,0,4,promo_block,228.0,0,0,0,1,1.0,1,0,0,0,Mid-Age (35-49),0.3819303721488596,0.2548954081632653,Medium,Low,1,1,0,S2,Promo-Dependent Buyers
262,21,Male,Jeans,Clothing,77.0,California,L,Magenta,Winter,4.9,1,Standard,1,1,21,Credit Card,Annually,0,1,promo_block,77.0,0,0,0,0,1.0,1,1,1,0,Teen (18-24),0.5644489795918368,0.4954158163265306,High,Medium,0,1,1,S0,General Buyers
263,37,Male,Pants,Clothing,40.0,Hawaii,M,Teal,Summer,3.8,1,Next Day Air,1,1,6,Debit Card,Annually,1,1,promo_block,40.0,0,0,0,1,1.0,1,0,0,0,Mid-Age (35-49),0.3846122448979591,0.1910102040816326,Medium,Low,1,1,1,S2,Promo-Dependent Buyers
264,27,Male,Shorts,Clothing,46.0,Iowa,M,Purple,Summer,4.3,1,Store Pickup,1,1,29,Venmo,Monthly,0,12,promo_block,552.0,0,0,0,0,1.0,1,1,0,0,Young Adult (25-34),0.6193501400560224,0.3646071428571428,High,Low,0,1,1,S0,General Buyers
265,36,Male,Pants,Clothing,78.0,Colorado,S,Charcoal,Fall,3.9,1,Store Pickup,1,1,15,Cash,Annually,0,1,promo_block,78.0,0,0,0,0,1.0,1,0,0,0,Mid-Age (35-49),0.4477142857142857,0.4091785714285714,Medium,Low,0,0,1,S0,General Buyers
266,32,Male,Backpack,Accessories,59.0,Michigan,M,Gray,Spring,3.2,1,2-Day Shipping,1,1,17,Bank Transfer,Bi-Weekly,0,26,promo_block,1534.0,0,0,0,0,1.0,1,0,0,0,Young Adult (25-34),0.5265082032813125,0.2942576530612245,High,Low,1,0,0,S2,Promo-Dependent Buyers
267,51,Male,Jewelry,Accessories,75.0,Louisiana,L,White,Summer,3.1,1,Express,1,1,32,Credit Card,Weekly,0,52,promo_block,3900.0,0,0,0,0,1.0,1,0,0,0,Senior (50-70),0.737795918367347,0.4347882653061224,High,Medium,1,1,0,S0,General Buyers
268,64,Male,Sweater,Clothing,54.0,Maryland,M,Olive,Spring,3.9,1,2-Day Shipping,1,1,42,Venmo,Annually,0,1,promo_block,54.0,0,0,1,0,1.0,1,0,0,0,Senior (50-70),0.6130204081632653,0.4419336734693877,High,Medium,1,1,1,S0,General Buyers
269,68,Male,Shoes,Footwear,42.0,Georgia,M,Charcoal,Spring,2.6,1,Store Pickup,1,1,21,Cash,Monthly,0,12,promo_block,504.0,0,0,0,0,1.0,1,0,0,1,Senior (50-70),0.4343705482192878,0.2042908163265306,Medium,Low,0,0,2,S2,Promo-Dependent Buyers
270,68,Male,Blouse,Clothing,44.0,Georgia,M,Charcoal,Winter,3.3,1,Next Day Air,1,1,9,Cash,Bi-Weekly,0,26,promo_block,1144.0,0,0,0,1,1.0,1,0,0,0,Senior (50-70),0.4855286114445778,0.1938163265306122,High,Low,1,0,1,S2,Promo-Dependent Buyers
271,33,Male,Jeans,Clothing,52.0,North Dakota,Xl,Orange,Fall,4.6,1,Free Shipping,1,1,16,Bank Transfer,Annually,0,1,promo_block,52.0,0,0,0,0,1.0,1,1,1,0,Young Adult (25-34),0.5098367346938775,0.3425306122448979,High,Low,0,0,1,S2,Promo-Dependent Buyers
272,65,Male,Sunglasses,Accessories,69.0,Maryland,Xl,Yellow,Summer,4.6,1,Express,1,1,42,Credit Card,Fortnightly,0,26,promo_block,1794.0,0,0,1,0,1.0,1,1,1,0,Senior (50-70),0.7915694277711085,0.5495586734693878,High,Medium,1,1,0,S0,General Buyers
273,48,Male,Jewelry,Accessories,26.0,Oregon,M,Beige,Summer,4.4,1,2-Day Shipping,1,1,37,Debit Card,Bi-Weekly,0,26,promo_block,676.0,0,1,0,0,1.0,1,1,0,0,Mid-Age (35-49),0.7449571828731493,0.3239234693877551,High,Low,1,1,0,S0,General Buyers
274,69,Male,Coat,Outerwear,33.0,North Dakota,S,Silver,Spring,4.2,1,Express,1,1,32,Debit Card,Quarterly,0,4,promo_block,132.0,0,1,0,0,1.0,1,1,0,0,Senior (50-70),0.5905018007202881,0.3170382653061224,High,Low,1,1,3,S0,General Buyers
275,59,Male,Jewelry,Accessories,32.0,Maryland,M,Indigo,Spring,3.0,1,Express,1,1,28,Cash,Bi-Weekly,0,26,promo_block,832.0,0,1,0,0,1.0,1,0,0,0,Senior (50-70),0.5778551420568228,0.2202551020408163,High,Low,1,0,0,S0,General Buyers
276,48,Male,Backpack,Accessories,85.0,Virginia,Xl,Lavender,Winter,4.0,1,Express,1,1,13,Credit Card,Weekly,0,52,promo_block,4420.0,1,0,0,1,1.0,1,1,0,0,Mid-Age (35-49),0.693469387755102,0.4355994897959183,High,Medium,1,1,0,S4,Promo-Habituated Spenders
277,25,Male,Skirt,Clothing,30.0,South Dakota,Xl,Turquoise,Fall,3.5,1,Express,1,1,11,Bank Transfer,Fortnightly,0,26,promo_block,780.0,0,1,0,1,1.0,1,0,0,0,Young Adult (25-34),0.5137735094037615,0.1547704081632653,High,Low,1,0,1,S2,Promo-Dependent Buyers
278,29,Male,Shirt,Clothing,29.0,Georgia,M,Green,Winter,3.0,1,Store Pickup,1,1,36,Bank Transfer,Bi-Weekly,0,26,promo_block,754.0,0,1,0,0,1.0,1,0,0,0,Young Adult (25-34),0.6268347338935575,0.2479464285714285,High,Low,0,0,1,S0,General Buyers
279,57,Male,Sweater,Clothing,95.0,Hawaii,M,Orange,Spring,3.7,1,Express,1,1,23,Debit Card,Annually,0,1,promo_block,95.0,1,0,0,0,1.0,1,0,0,0,Senior (50-70),0.4806938775510204,0.5123698979591838,High,Medium,1,1,1,S4,Promo-Habituated Spenders
280,23,Male,Sneakers,Footwear,69.0,Arkansas,L,Turquoise,Summer,4.0,1,Standard,1,1,37,Bank Transfer,Monthly,0,12,promo_block,828.0,0,0,0,0,1.0,1,1,0,0,Teen (18-24),0.6443297318927571,0.4880484693877551,High,Medium,0,0,2,S0,General Buyers
281,45,Male,Sandals,Footwear,69.0,Montana,S,Cyan,Fall,4.2,1,2-Day Shipping,1,1,21,Cash,Bi-Weekly,0,26,promo_block,1794.0,0,0,0,0,1.0,1,1,0,0,Mid-Age (35-49),0.6309979991996799,0.4184158163265306,High,Low,1,0,2,S0,General Buyers
282,38,Male,Belt,Accessories,61.0,Oklahoma,Xl,Charcoal,Spring,2.5,1,Standard,1,1,22,Debit Card,Bi-Weekly,0,26,promo_block,1586.0,0,0,0,0,1.0,1,0,0,1,Mid-Age (35-49),0.5011204481792717,0.2865178571428571,High,Low,0,1,0,S0,General Buyers
283,21,Male,Skirt,Clothing,94.0,Minnesota,M,Teal,Summer,3.0,1,2-Day Shipping,1,1,9,Cash,Monthly,0,12,promo_block,1128.0,1,0,0,1,1.0,1,0,0,0,Teen (18-24),0.3929011604641856,0.3945663265306122,Medium,Low,1,0,1,S4,Promo-Habituated Spenders
284,32,Male,Sweater,Clothing,30.0,Montana,S,Maroon,Fall,3.2,1,Next Day Air,1,1,16,Venmo,Annually,0,1,promo_block,30.0,0,1,0,0,1.0,1,0,0,0,Young Adult (25-34),0.3978367346938776,0.1622806122448979,Medium,Low,1,1,1,S2,Promo-Dependent Buyers
285,63,Male,Skirt,Clothing,45.0,Ohio,M,Red,Summer,3.5,1,Standard,1,1,4,Paypal,Quarterly,0,4,promo_block,180.0,0,0,0,1,1.0,1,0,0,0,Senior (50-70),0.3630732292917167,0.1846811224489796,Medium,Low,0,1,1,S2,Promo-Dependent Buyers
286,29,Male,Handbag,Accessories,39.0,Kentucky,Xl,Yellow,Summer,4.8,1,Express,1,1,3,Debit Card,Bi-Weekly,0,26,promo_block,1014.0,0,1,0,1,1.0,1,1,1,0,Young Adult (25-34),0.5687939175670268,0.231329081632653,High,Low,1,1,0,S2,Promo-Dependent Buyers
287,27,Male,Jewelry,Accessories,51.0,Nebraska,L,Gray,Summer,2.6,1,Store Pickup,1,1,6,Debit Card,Annually,0,1,promo_block,51.0,0,0,0,1,1.0,1,0,0,1,Young Adult (25-34),0.2886122448979591,0.1671352040816326,Low,Low,0,1,0,S2,Promo-Dependent Buyers
288,56,Male,Scarf,Accessories,37.0,Delaware,L,Blue,Spring,3.4,1,2-Day Shipping,1,1,18,Venmo,Fortnightly,0,26,promo_block,962.0,0,1,0,0,1.0,1,0,0,0,Senior (50-70),0.5486306522609044,0.215109693877551,High,Low,1,1,0,S2,Promo-Dependent Buyers
289,30,Male,T-Shirt,Clothing,62.0,North Carolina,M,Lavender,Winter,3.7,1,2-Day Shipping,1,1,34,Venmo,Bi-Weekly,0,26,promo_block,1612.0,0,0,0,0,1.0,1,0,0,0,Young Adult (25-34),0.6705898359343738,0.4241173469387755,High,Low,1,1,1,S0,General Buyers
