customer_id,age,age_band,gender,category,season,location,purchase_amount,previous_purchases,purchases_per_year,spend_x_frequency,review_rating,subscription_status,discount_applied,promo_code_used,promo_dependency_score,promo_flag,satisfaction_flag,high_satisfaction,loyalty_score_A,loyalty_score_B,loyalty_tier_A,loyalty_tier_B,high_value_flag,high_repeat_flag,segment_code,segment_label,shipping_type,payment_method,premium_shipping,digital_payment
1104,35,Mid-Age (35-49),Male,Clothing,Spring,Tennessee,23.0,8,26,598.0,4.3,0,1,1,1.0,1,1,0,0.309406162464986,0.1568392857142857,Medium,Low,0,0,S2,Promo-Dependent Buyers,Free Shipping,Debit Card,0,1
1105,35,Mid-Age (35-49),Male,Accessories,Fall,Delaware,28.0,8,4,112.0,3.1,0,1,1,1.0,1,0,0,0.105563025210084,0.1067142857142857,Low,Low,0,0,S2,Promo-Dependent Buyers,Express,Bank Transfer,1,0
1106,33,Young Adult (25-34),Male,Clothing,Spring,Massachusetts,83.0,6,4,332.0,3.0,0,1,1,1.0,1,0,0,0.0853181272509003,0.3311352040816326,Low,Low,1,0,S4,Promo-Habituated Spenders,Next Day Air,Venmo,1,1
1107,52,Senior (50-70),Male,Clothing,Winter,Minnesota,96.0,12,26,2496.0,3.6,0,1,1,1.0,1,0,0,0.2778959583833533,0.4546224489795918,Low,Medium,1,0,S4,Promo-Habituated Spenders,Store Pickup,Venmo,0,1
1108,69,Senior (50-70),Male,Footwear,Fall,Texas,62.0,26,52,3224.0,2.8,0,1,1,1.0,1,0,0,0.4270612244897959,0.3293010204081632,Medium,Low,0,0,S0,General Buyers,Store Pickup,Bank Transfer,0,0
1109,27,Young Adult (25-34),Male,Clothing,Fall,Nebraska,25.0,50,26,650.0,2.8,0,1,1,1.0,1,0,0,0.4465490196078431,0.289875,Medium,Low,0,1,S0,General Buyers,Standard,Cash,0,0
1110,66,Senior (50-70),Male,Clothing,Winter,Oklahoma,97.0,2,52,5044.0,3.8,0,1,1,1.0,1,0,0,0.3601224489795918,0.4199770408163265,Medium,Low,1,0,S4,Promo-Habituated Spenders,Next Day Air,Venmo,1,1
1111,28,Young Adult (25-34),Male,Clothing,Fall,Texas,61.0,31,26,1586.0,3.0,0,1,1,1.0,1,0,0,0.3462224889955982,0.3624362244897959,Medium,Low,0,0,S0,General Buyers,Standard,Cash,0,0
1112,22,Teen (18-24),Male,Footwear,Summer,New York,66.0,4,26,1716.0,4.1,0,1,1,1.0,1,1,0,0.2689163665466186,0.3125561224489795,Low,Low,0,0,S0,General Buyers,Next Day Air,Credit Card,1,1
1113,69,Senior (50-70),Male,Clothing,Spring,Washington,67.0,32,4,268.0,4.6,0,1,1,1.0,1,1,1,0.3725018007202881,0.4897882653061224,Medium,Medium,0,0,S0,General Buyers,Free Shipping,Paypal,0,1
1114,28,Young Adult (25-34),Male,Accessories,Summer,Maryland,80.0,11,26,2080.0,4.8,0,1,1,1.0,1,1,1,0.3677735094037615,0.4515204081632652,Medium,Medium,0,0,S0,General Buyers,Next Day Air,Paypal,1,1
1115,55,Senior (50-70),Male,Clothing,Fall,New Hampshire,25.0,47,4,100.0,2.6,0,1,1,1.0,1,0,0,0.3043385354141656,0.2625688775510204,Medium,Low,0,1,S0,General Buyers,Next Day Air,Bank Transfer,1,0
1116,30,Young Adult (25-34),Male,Accessories,Fall,New York,58.0,37,52,3016.0,4.0,0,1,1,1.0,1,1,0,0.5904081632653061,0.439923469387755,High,Medium,0,0,S0,General Buyers,2-Day Shipping,Cash,1,0
1117,67,Senior (50-70),Male,Accessories,Winter,Hawaii,96.0,39,26,2496.0,4.2,0,1,1,1.0,1,1,0,0.4912020808323329,0.628377551020408,High,High,1,1,S4,Promo-Habituated Spenders,Express,Paypal,1,1
1118,25,Young Adult (25-34),Male,Accessories,Spring,California,77.0,24,12,924.0,4.5,0,1,1,1.0,1,1,1,0.3547378951580632,0.4867219387755102,Medium,Medium,0,0,S0,General Buyers,Store Pickup,Credit Card,0,1
1119,49,Mid-Age (35-49),Male,Accessories,Summer,Indiana,65.0,11,4,260.0,4.9,0,1,1,1.0,1,1,1,0.2679303721488596,0.3918954081632653,Low,Low,0,0,S0,General Buyers,Standard,Paypal,0,1
1120,34,Young Adult (25-34),Male,Accessories,Spring,Louisiana,36.0,36,52,1872.0,3.1,0,1,1,1.0,1,0,0,0.5122857142857143,0.2845714285714286,High,Low,0,0,S0,General Buyers,Standard,Credit Card,0,1
1121,22,Teen (18-24),Male,Footwear,Winter,Pennsylvania,84.0,40,12,1008.0,4.0,0,1,1,1.0,1,1,0,0.4126970788315326,0.5689795918367346,Medium,Medium,1,1,S4,Promo-Habituated Spenders,Next Day Air,Debit Card,1,1
1122,63,Senior (50-70),Male,Clothing,Fall,Florida,58.0,25,4,232.0,3.2,0,1,1,1.0,1,0,0,0.2176446578631452,0.3306989795918367,Low,Low,0,0,S0,General Buyers,Express,Cash,1,0
1123,70,Senior (50-70),Male,Accessories,Spring,North Carolina,62.0,12,1,62.0,4.3,0,1,1,1.0,1,1,0,0.2113469387755102,0.3478724489795918,Low,Low,0,0,S0,General Buyers,2-Day Shipping,Credit Card,1,1
1124,36,Mid-Age (35-49),Male,Accessories,Fall,Massachusetts,67.0,38,12,804.0,2.5,0,1,1,1.0,1,0,0,0.2804521808723489,0.3944005102040816,Low,Low,0,1,S0,General Buyers,Store Pickup,Cash,0,0
1125,42,Mid-Age (35-49),Male,Clothing,Spring,Iowa,20.0,40,4,80.0,3.8,0,1,1,1.0,1,0,0,0.3574813925570227,0.2769795918367347,Medium,Low,0,1,S0,General Buyers,Express,Cash,1,0
1126,27,Young Adult (25-34),Male,Footwear,Summer,North Dakota,90.0,10,52,4680.0,2.7,0,1,1,1.0,1,0,0,0.3211020408163265,0.3641683673469387,Medium,Low,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Bank Transfer,1,0
1127,23,Teen (18-24),Male,Accessories,Winter,Iowa,58.0,47,26,1508.0,3.4,0,1,1,1.0,1,0,0,0.4761816726690676,0.4549438775510204,High,Medium,0,1,S0,General Buyers,Standard,Venmo,0,1
1128,50,Senior (50-70),Male,Clothing,Spring,Delaware,53.0,22,12,636.0,4.8,0,1,1,1.0,1,1,1,0.3664929971988795,0.3895178571428571,Medium,Low,0,0,S2,Promo-Dependent Buyers,Store Pickup,Debit Card,0,1
1129,56,Senior (50-70),Male,Accessories,Winter,New York,30.0,35,12,360.0,4.7,0,1,1,1.0,1,1,1,0.4380848339335734,0.349219387755102,Medium,Low,0,0,S0,General Buyers,Next Day Air,Debit Card,1,1
1130,37,Mid-Age (35-49),Male,Clothing,Winter,New Hampshire,65.0,46,26,1690.0,4.7,0,1,1,1.0,1,1,1,0.5740592236894758,0.5584668367346939,High,Medium,0,1,S0,General Buyers,Express,Venmo,1,1
1131,67,Senior (50-70),Male,Accessories,Summer,Kentucky,41.0,30,26,1066.0,3.9,0,1,1,1.0,1,0,0,0.4121000400160063,0.3238341836734694,Medium,Low,0,0,S0,General Buyers,Standard,Paypal,0,1
1132,67,Senior (50-70),Male,Clothing,Spring,Illinois,73.0,20,12,876.0,3.7,0,1,1,1.0,1,0,0,0.2662480992396959,0.4008137755102041,Low,Low,0,0,S0,General Buyers,Express,Bank Transfer,1,0
1133,50,Senior (50-70),Male,Clothing,Spring,North Carolina,98.0,25,26,2548.0,4.3,0,1,1,1.0,1,1,0,0.4134877951180472,0.5716989795918367,Medium,Medium,1,0,S4,Promo-Habituated Spenders,Store Pickup,Cash,0,0
1134,36,Mid-Age (35-49),Male,Footwear,Winter,Connecticut,36.0,29,52,1872.0,4.1,0,1,1,1.0,1,1,0,0.5494285714285714,0.3088571428571428,High,Low,0,0,S0,General Buyers,2-Day Shipping,Cash,1,0
1135,62,Senior (50-70),Male,Clothing,Summer,Wisconsin,81.0,2,4,324.0,3.8,0,1,1,1.0,1,0,0,0.1248283313325329,0.3499770408163265,Low,Low,1,0,S4,Promo-Habituated Spenders,Express,Venmo,1,1
1136,65,Senior (50-70),Male,Clothing,Winter,Massachusetts,90.0,32,4,360.0,3.6,0,1,1,1.0,1,0,0,0.2925018007202881,0.5304132653061224,Low,Medium,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Bank Transfer,1,0
1137,23,Teen (18-24),Male,Accessories,Summer,Illinois,83.0,37,12,996.0,4.8,0,1,1,1.0,1,1,1,0.4583297318927571,0.5972984693877551,High,Medium,1,0,S4,Promo-Habituated Spenders,Free Shipping,Cash,0,0
1138,46,Mid-Age (35-49),Male,Clothing,Winter,New Mexico,91.0,16,4,364.0,2.8,0,1,1,1.0,1,0,0,0.1305426170468187,0.4051556122448979,Low,Low,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Bank Transfer,1,0
1139,18,Teen (18-24),Male,Clothing,Summer,Iowa,36.0,32,26,936.0,4.7,0,1,1,1.0,1,1,1,0.4883449379751901,0.3601632653061224,High,Low,0,0,S0,General Buyers,Express,Venmo,1,1
1140,58,Senior (50-70),Male,Outerwear,Spring,Alabama,53.0,42,26,1378.0,3.9,0,1,1,1.0,1,0,0,0.4855694277711084,0.4375586734693877,High,Medium,0,1,S0,General Buyers,Standard,Debit Card,0,1
1141,31,Young Adult (25-34),Male,Clothing,Winter,Maryland,39.0,6,4,156.0,2.6,0,1,1,1.0,1,0,0,0.0533181272509003,0.1146352040816326,Low,Low,0,0,S2,Promo-Dependent Buyers,Store Pickup,Credit Card,0,1
1142,39,Mid-Age (35-49),Male,Accessories,Winter,Ohio,33.0,23,26,858.0,4.7,0,1,1,1.0,1,1,1,0.4332428971588636,0.3011198979591837,Medium,Low,0,0,S2,Promo-Dependent Buyers,Next Day Air,Paypal,1,1
1143,69,Senior (50-70),Male,Clothing,Spring,Ohio,76.0,27,26,1976.0,3.5,0,1,1,1.0,1,0,0,0.3617326930772309,0.4376530612244897,Medium,Medium,0,0,S0,General Buyers,Store Pickup,Venmo,0,1
1144,68,Senior (50-70),Male,Footwear,Winter,Nevada,23.0,43,4,92.0,4.4,0,1,1,1.0,1,1,0,0.4238487394957983,0.3414107142857143,Medium,Low,0,1,S0,General Buyers,Standard,Paypal,0,1
1145,41,Mid-Age (35-49),Male,Clothing,Fall,South Carolina,54.0,25,26,1404.0,4.4,0,1,1,1.0,1,1,0,0.4214877951180472,0.3851989795918367,Medium,Low,0,0,S0,General Buyers,2-Day Shipping,Bank Transfer,1,0
1146,31,Young Adult (25-34),Male,Footwear,Summer,Nevada,89.0,30,4,356.0,3.0,0,1,1,1.0,1,0,0,0.2322569027611044,0.4798341836734694,Low,Medium,1,0,S4,Promo-Habituated Spenders,Express,Cash,1,0
1147,48,Mid-Age (35-49),Male,Footwear,Summer,Wisconsin,38.0,7,4,152.0,4.2,0,1,1,1.0,1,1,0,0.1874405762304922,0.2113622448979591,Low,Low,0,0,S2,Promo-Dependent Buyers,Standard,Bank Transfer,0,0
1148,59,Senior (50-70),Male,Accessories,Winter,Tennessee,36.0,17,1,36.0,4.3,0,1,1,1.0,1,1,0,0.2419591836734693,0.2596326530612244,Low,Low,0,0,S2,Promo-Dependent Buyers,Next Day Air,Debit Card,1,1
1149,34,Young Adult (25-34),Male,Clothing,Spring,Florida,66.0,10,26,1716.0,2.6,0,1,1,1.0,1,0,0,0.1856510604241696,0.2531683673469387,Low,Low,0,0,S0,General Buyers,Store Pickup,Paypal,0,1
1150,21,Teen (18-24),Male,Accessories,Spring,Georgia,42.0,40,1,42.0,3.3,0,1,1,1.0,1,0,0,0.3027755102040816,0.3432295918367347,Low,Low,0,1,S0,General Buyers,Store Pickup,Venmo,0,1
1151,29,Young Adult (25-34),Male,Accessories,Winter,Kentucky,36.0,50,26,936.0,2.7,0,1,1,1.0,1,0,0,0.4385490196078431,0.332,Medium,Low,0,1,S0,General Buyers,Next Day Air,Venmo,1,1
1152,41,Mid-Age (35-49),Male,Clothing,Spring,Ohio,86.0,24,52,4472.0,3.8,0,1,1,1.0,1,0,0,0.4948163265306122,0.4840969387755102,High,Medium,1,0,S4,Promo-Habituated Spenders,Express,Credit Card,1,1
1153,62,Senior (50-70),Male,Accessories,Fall,Connecticut,49.0,8,4,196.0,4.0,0,1,1,1.0,1,1,0,0.177563025210084,0.2525892857142857,Low,Low,0,0,S2,Promo-Dependent Buyers,Standard,Paypal,0,1
1154,27,Young Adult (25-34),Male,Clothing,Summer,Idaho,41.0,6,4,164.0,4.0,0,1,1,1.0,1,1,0,0.1653181272509003,0.2073852040816326,Low,Low,0,0,S2,Promo-Dependent Buyers,Free Shipping,Bank Transfer,0,0
1155,49,Mid-Age (35-49),Male,Clothing,Spring,Georgia,82.0,44,26,2132.0,2.9,0,1,1,1.0,1,0,0,0.4178143257302921,0.5146377551020408,Medium,Medium,1,1,S4,Promo-Habituated Spenders,2-Day Shipping,Credit Card,1,1
1156,67,Senior (50-70),Male,Clothing,Fall,Tennessee,53.0,47,4,212.0,2.6,0,1,1,1.0,1,0,0,0.3043385354141656,0.3850688775510203,Medium,Low,0,1,S0,General Buyers,Express,Paypal,1,1
1157,20,Teen (18-24),Male,Footwear,Summer,Hawaii,21.0,6,4,84.0,4.8,0,1,1,1.0,1,1,1,0.2293181272509003,0.1678852040816326,Low,Low,0,0,S2,Promo-Dependent Buyers,Express,Venmo,1,1
1158,37,Mid-Age (35-49),Male,Accessories,Fall,Maryland,66.0,11,4,264.0,4.4,0,1,1,1.0,1,1,0,0.2279303721488595,0.3662704081632653,Low,Low,0,0,S0,General Buyers,Standard,Cash,0,0
1159,69,Senior (50-70),Male,Accessories,Summer,Nevada,89.0,41,1,89.0,4.0,0,1,1,1.0,1,1,0,0.3648979591836734,0.5959566326530612,Medium,Medium,1,1,S4,Promo-Habituated Spenders,2-Day Shipping,Bank Transfer,1,0
1160,66,Senior (50-70),Male,Accessories,Fall,New Hampshire,55.0,46,4,220.0,3.6,0,1,1,1.0,1,0,0,0.3782160864345738,0.4487168367346938,Medium,Medium,0,1,S0,General Buyers,2-Day Shipping,Venmo,1,1
1161,37,Mid-Age (35-49),Male,Accessories,Summer,North Dakota,42.0,9,26,1092.0,3.2,0,1,1,1.0,1,0,0,0.2275286114445778,0.1790663265306122,Low,Low,0,0,S2,Promo-Dependent Buyers,Next Day Air,Venmo,1,1
1162,63,Senior (50-70),Male,Clothing,Fall,Oklahoma,52.0,37,12,624.0,3.1,0,1,1,1.0,1,0,0,0.3223297318927571,0.3596734693877551,Medium,Low,0,0,S0,General Buyers,2-Day Shipping,Paypal,1,1
1163,47,Mid-Age (35-49),Male,Footwear,Winter,North Carolina,92.0,13,52,4784.0,4.2,0,1,1,1.0,1,1,0,0.459469387755102,0.4782244897959183,High,Medium,1,0,S4,Promo-Habituated Spenders,Express,Paypal,1,1
1164,26,Young Adult (25-34),Male,Clothing,Summer,Tennessee,56.0,24,12,672.0,3.0,0,1,1,1.0,1,0,0,0.2347378951580632,0.3048469387755101,Low,Low,0,0,S2,Promo-Dependent Buyers,2-Day Shipping,Debit Card,1,1
1165,68,Senior (50-70),Male,Clothing,Winter,Montana,96.0,47,4,384.0,4.2,0,1,1,1.0,1,1,0,0.4323385354141656,0.6691938775510203,Medium,High,1,1,S4,Promo-Habituated Spenders,Standard,Paypal,0,1
1166,51,Senior (50-70),Male,Clothing,Winter,Wisconsin,64.0,21,4,256.0,2.9,0,1,1,1.0,1,0,0,0.1691548619447779,0.3185408163265306,Low,Low,0,0,S0,General Buyers,Next Day Air,Venmo,1,1
1167,48,Mid-Age (35-49),Male,Clothing,Winter,Connecticut,48.0,22,26,1248.0,3.7,0,1,1,1.0,1,0,0,0.3471204481792717,0.3016428571428571,Medium,Low,0,0,S2,Promo-Dependent Buyers,Store Pickup,Venmo,0,1
1168,60,Senior (50-70),Male,Clothing,Summer,New Jersey,83.0,16,4,332.0,3.6,0,1,1,1.0,1,0,0,0.1945426170468187,0.4181556122448979,Low,Low,1,0,S4,Promo-Habituated Spenders,Free Shipping,Paypal,0,1
1169,68,Senior (50-70),Male,Accessories,Summer,Mississippi,91.0,37,26,2366.0,3.6,0,1,1,1.0,1,0,0,0.4309571828731492,0.5602984693877551,Medium,Medium,1,0,S4,Promo-Habituated Spenders,Standard,Debit Card,0,1
1170,25,Young Adult (25-34),Male,Accessories,Fall,Wyoming,94.0,3,1,94.0,4.5,0,1,1,1.0,1,1,1,0.1722448979591837,0.453954081632653,Low,Medium,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Cash,1,0
1171,57,Senior (50-70),Male,Clothing,Spring,Illinois,62.0,33,26,1612.0,3.2,0,1,1,1.0,1,0,0,0.3744673869547819,0.3890153061224489,Medium,Low,0,0,S0,General Buyers,Express,Cash,1,0
1172,41,Mid-Age (35-49),Male,Clothing,Spring,Louisiana,55.0,15,1,55.0,3.9,0,1,1,1.0,1,0,0,0.1977142857142856,0.3085535714285714,Low,Low,0,0,S2,Promo-Dependent Buyers,Next Day Air,Debit Card,1,1
1173,59,Senior (50-70),Male,Outerwear,Spring,Oregon,68.0,42,26,1768.0,4.6,0,1,1,1.0,1,1,1,0.5415694277711085,0.5451836734693878,High,Medium,0,1,S0,General Buyers,Store Pickup,Bank Transfer,0,0
1174,44,Mid-Age (35-49),Male,Accessories,Winter,South Dakota,76.0,42,26,1976.0,2.5,0,1,1,1.0,1,0,0,0.3735694277711084,0.4541836734693877,Medium,Medium,0,1,S0,General Buyers,Express,Cash,1,0
1175,42,Mid-Age (35-49),Male,Accessories,Winter,Michigan,31.0,19,26,806.0,4.3,0,1,1,1.0,1,1,0,0.3767531012404962,0.2479617346938775,Medium,Low,0,0,S2,Promo-Dependent Buyers,Express,Bank Transfer,1,0
1176,35,Mid-Age (35-49),Male,Accessories,Spring,New Jersey,81.0,26,4,324.0,4.1,0,1,1,1.0,1,1,0,0.2957671068427371,0.4904260204081632,Low,Medium,1,0,S4,Promo-Habituated Spenders,Store Pickup,Paypal,0,1
1177,36,Mid-Age (35-49),Male,Clothing,Winter,Oregon,83.0,39,4,332.0,3.8,0,1,1,1.0,1,0,0,0.3513589435774309,0.5475025510204081,Medium,Medium,1,1,S4,Promo-Habituated Spenders,Free Shipping,Paypal,0,1
1178,54,Senior (50-70),Male,Clothing,Spring,Iowa,21.0,24,12,252.0,4.8,0,1,1,1.0,1,1,1,0.3787378951580632,0.2597219387755102,Medium,Low,0,0,S2,Promo-Dependent Buyers,Standard,Debit Card,0,1
1179,37,Mid-Age (35-49),Male,Clothing,Spring,South Carolina,22.0,23,1,22.0,4.9,0,1,1,1.0,1,1,1,0.3266938775510205,0.2649948979591837,Medium,Low,0,0,S2,Promo-Dependent Buyers,Express,Debit Card,1,1
1180,20,Teen (18-24),Male,Clothing,Summer,Indiana,33.0,44,1,33.0,2.8,0,1,1,1.0,1,0,0,0.2872653061224489,0.2942627551020408,Low,Low,0,1,S0,General Buyers,Free Shipping,Bank Transfer,0,0
1181,23,Teen (18-24),Male,Clothing,Spring,Oregon,23.0,34,12,276.0,4.9,0,1,1,1.0,1,1,1,0.4479623849539816,0.3254923469387755,Medium,Low,0,0,S0,General Buyers,Standard,Cash,0,0
1182,61,Senior (50-70),Male,Clothing,Summer,New York,96.0,43,4,384.0,3.5,0,1,1,1.0,1,0,0,0.3518487394957983,0.6067857142857143,Medium,High,1,1,S4,Promo-Habituated Spenders,Free Shipping,Bank Transfer,0,0
1183,37,Mid-Age (35-49),Male,Accessories,Spring,New Mexico,21.0,45,4,84.0,3.8,0,1,1,1.0,1,0,0,0.388093637454982,0.3068647959183673,Medium,Low,0,1,S0,General Buyers,Express,Paypal,1,1
1184,23,Teen (18-24),Male,Clothing,Spring,Louisiana,39.0,4,52,2028.0,4.5,0,1,1,1.0,1,1,1,0.4283673469387755,0.2184311224489795,Medium,Low,0,0,S2,Promo-Dependent Buyers,2-Day Shipping,Credit Card,1,1
1185,63,Senior (50-70),Male,Accessories,Fall,South Carolina,73.0,19,1,73.0,3.4,0,1,1,1.0,1,0,0,0.182204081632653,0.3777117346938775,Low,Low,0,0,S0,General Buyers,Express,Credit Card,1,1
1186,47,Mid-Age (35-49),Male,Clothing,Spring,Maine,64.0,29,12,768.0,3.9,0,1,1,1.0,1,0,0,0.3373501400560224,0.4193571428571429,Medium,Low,0,0,S0,General Buyers,Standard,Credit Card,0,1
1187,63,Senior (50-70),Male,Clothing,Summer,Indiana,68.0,27,1,68.0,4.1,0,1,1,1.0,1,1,0,0.2871836734693877,0.4386530612244897,Low,Medium,0,0,S0,General Buyers,2-Day Shipping,Credit Card,1,1
1188,56,Senior (50-70),Male,Accessories,Fall,Iowa,89.0,37,4,356.0,3.0,0,1,1,1.0,1,0,0,0.2751140456182473,0.5155484693877551,Low,Medium,1,0,S4,Promo-Habituated Spenders,Express,Credit Card,1,1
1189,68,Senior (50-70),Male,Clothing,Summer,Mississippi,29.0,11,52,1508.0,3.3,0,1,1,1.0,1,0,0,0.3752244897959184,0.1383954081632653,Medium,Low,0,0,S2,Promo-Dependent Buyers,Next Day Air,Credit Card,1,1
1190,64,Senior (50-70),Male,Clothing,Summer,Arkansas,97.0,28,1,97.0,3.8,0,1,1,1.0,1,0,0,0.2693061224489795,0.5526301020408163,Low,Medium,1,0,S4,Promo-Habituated Spenders,Free Shipping,Debit Card,0,1
1191,62,Senior (50-70),Male,Clothing,Winter,South Carolina,45.0,31,52,2340.0,4.3,0,1,1,1.0,1,1,0,0.5776734693877551,0.3704362244897959,High,Low,0,0,S0,General Buyers,Next Day Air,Credit Card,1,1
1192,34,Young Adult (25-34),Male,Clothing,Winter,Indiana,70.0,50,4,280.0,4.1,0,1,1,1.0,1,1,0,0.4427058823529411,0.56475,Medium,Medium,0,1,S0,General Buyers,Free Shipping,Venmo,0,1
1193,49,Mid-Age (35-49),Male,Outerwear,Summer,Florida,56.0,42,4,224.0,4.0,0,1,1,1.0,1,1,0,0.3857262905162065,0.4566836734693877,Medium,Medium,0,1,S0,General Buyers,2-Day Shipping,Venmo,1,1
1194,40,Mid-Age (35-49),Male,Outerwear,Fall,Alaska,55.0,18,26,1430.0,5.0,0,1,1,1.0,1,1,1,0.4266306522609043,0.389859693877551,Medium,Low,0,0,S2,Promo-Dependent Buyers,2-Day Shipping,Credit Card,1,1
1195,50,Senior (50-70),Male,Clothing,Winter,New York,46.0,6,26,1196.0,3.1,0,1,1,1.0,1,0,0,0.2011612645058023,0.1752602040816326,Low,Low,0,0,S2,Promo-Dependent Buyers,2-Day Shipping,Credit Card,1,1
1196,25,Young Adult (25-34),Male,Accessories,Winter,Texas,95.0,33,12,1140.0,4.0,0,1,1,1.0,1,1,0,0.3698399359743897,0.5813903061224489,Medium,Medium,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Venmo,1,1
1197,30,Young Adult (25-34),Male,Accessories,Winter,North Dakota,88.0,13,26,2288.0,3.2,0,1,1,1.0,1,0,0,0.2520184073629452,0.4007244897959183,Low,Low,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Bank Transfer,1,0
1198,54,Senior (50-70),Male,Footwear,Fall,Vermont,92.0,26,1,92.0,3.9,0,1,1,1.0,1,0,0,0.2650612244897959,0.5265510204081633,Low,Medium,1,0,S4,Promo-Habituated Spenders,Standard,Paypal,0,1
1199,40,Mid-Age (35-49),Male,Clothing,Summer,New Jersey,49.0,17,1,49.0,3.9,0,1,1,1.0,1,0,0,0.2099591836734693,0.2925076530612245,Low,Low,0,0,S2,Promo-Dependent Buyers,2-Day Shipping,Cash,1,0
1200,49,Mid-Age (35-49),Male,Footwear,Fall,Maryland,89.0,3,52,4628.0,4.5,0,1,1,1.0,1,1,1,0.4222448979591837,0.4320790816326531,Medium,Medium,1,0,S4,Promo-Habituated Spenders,Free Shipping,Debit Card,0,1
1201,27,Young Adult (25-34),Male,Outerwear,Winter,Connecticut,22.0,7,52,1144.0,4.4,0,1,1,1.0,1,1,0,0.438734693877551,0.1533622448979592,Medium,Low,0,0,S2,Promo-Dependent Buyers,Store Pickup,Paypal,0,1
1202,27,Young Adult (25-34),Male,Footwear,Summer,Illinois,61.0,46,26,1586.0,3.1,0,1,1,1.0,1,0,0,0.4460592236894758,0.4449668367346938,Medium,Medium,0,1,S0,General Buyers,2-Day Shipping,Venmo,1,1
1203,48,Mid-Age (35-49),Male,Accessories,Spring,Maryland,29.0,14,4,116.0,2.9,0,1,1,1.0,1,0,0,0.126297719087635,0.1297015306122449,Low,Low,0,0,S2,Promo-Dependent Buyers,Standard,Venmo,0,1
1204,40,Mid-Age (35-49),Male,Footwear,Winter,Minnesota,82.0,23,1,82.0,3.7,0,1,1,1.0,1,0,0,0.2306938775510204,0.4554948979591837,Low,Medium,1,0,S4,Promo-Habituated Spenders,Free Shipping,Bank Transfer,0,0
1205,67,Senior (50-70),Male,Accessories,Spring,Florida,94.0,20,4,376.0,3.2,0,1,1,1.0,1,0,0,0.187032412965186,0.462688775510204,Low,Medium,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Credit Card,1,1
1206,52,Senior (50-70),Male,Accessories,Spring,California,99.0,38,26,2574.0,3.5,0,1,1,1.0,1,0,0,0.429079631852741,0.5944005102040817,Medium,Medium,1,1,S4,Promo-Habituated Spenders,Standard,Bank Transfer,0,0
1207,22,Teen (18-24),Male,Accessories,Fall,Mississippi,59.0,16,4,236.0,3.0,0,1,1,1.0,1,0,0,0.1465426170468187,0.2771556122448979,Low,Low,0,0,S2,Promo-Dependent Buyers,Free Shipping,Venmo,0,1
1208,62,Senior (50-70),Male,Footwear,Summer,Washington,90.0,48,4,360.0,4.1,0,1,1,1.0,1,1,0,0.4304609843937574,0.6420459183673469,Medium,High,1,1,S4,Promo-Habituated Spenders,Next Day Air,Credit Card,1,1
1209,20,Teen (18-24),Male,Footwear,Winter,Wisconsin,100.0,8,1,100.0,3.8,0,1,1,1.0,1,0,0,0.1468571428571428,0.4637142857142856,Low,Medium,1,0,S4,Promo-Habituated Spenders,2-Day Shipping,Debit Card,1,1
1210,41,Mid-Age (35-49),Male,Clothing,Winter,Pennsylvania,62.0,16,12,744.0,3.8,0,1,1,1.0,1,0,0,0.2497583033213285,0.3382806122448979,Low,Low,0,0,S0,General Buyers,Next Day Air,Bank Transfer,1,0
1211,34,Young Adult (25-34),Male,Accessories,Fall,Missouri,78.0,5,4,312.0,4.1,0,1,1,1.0,1,1,0,0.1671956782713085,0.3701581632653061,Low,Low,0,0,S0,General Buyers,Next Day Air,Cash,1,0
1212,23,Teen (18-24),Male,Clothing,Spring,Oklahoma,94.0,14,4,376.0,4.6,0,1,1,1.0,1,1,1,0.262297719087635,0.5160765306122449,Low,Medium,1,0,S4,Promo-Habituated Spenders,Store Pickup,Venmo,0,1
1213,32,Young Adult (25-34),Male,Footwear,Summer,Pennsylvania,74.0,18,52,3848.0,2.5,0,1,1,1.0,1,0,0,0.3540816326530612,0.322984693877551,Medium,Low,0,0,S0,General Buyers,Free Shipping,Credit Card,0,1
1214,68,Senior (50-70),Male,Accessories,Spring,Kentucky,52.0,14,4,208.0,3.7,0,1,1,1.0,1,0,0,0.1902977190876351,0.2783265306122449,Low,Low,0,0,S2,Promo-Dependent Buyers,Express,Debit Card,1,1
1215,30,Young Adult (25-34),Male,Outerwear,Fall,Vermont,81.0,5,4,324.0,3.8,0,1,1,1.0,1,0,0,0.1431956782713085,0.3652831632653061,Low,Low,1,0,S4,Promo-Habituated Spenders,Free Shipping,Cash,0,0
1216,66,Senior (50-70),Male,Clothing,Winter,Oregon,20.0,15,4,80.0,2.6,0,1,1,1.0,1,0,0,0.1084201680672268,0.0774285714285714,Low,Low,0,0,S2,Promo-Dependent Buyers,2-Day Shipping,Credit Card,1,1
